Card ID,Card Name,Expansion,Collection Number,Category,Pokemon Stage,Previous Stage,HP,Energy Type,Trainer Type,Rule,Weakness,Resistance,Retreat Cost,Move 1 Name,Move 1 Energy Cost,Move 1 Damage,Move 1 Effect,Move 2 Name,Move 2 Energy Cost,Move 2 Damage,Move 2 Effect,Ability Name,Ability Effect,Explanation / Synergy Tag
ENRG-11130,Jet Energy,Astral Radiance,187/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11131,Jet Energy,Paldea Evolved,191/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached to Benched Pokemon, switch to Active.",Energy card: Special (Colorless)
ENRG-11132,Mist Energy,Shrouded Fable,124/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11133,Mist Energy,Astral Radiance,077/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11134,Mist Energy,Temporal Forces,093/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11135,Mist Energy,Paldea Evolved,171/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11136,Mist Energy,Temporal Forces,029/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11137,Mist Energy,Twilight Masquerade,163/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11138,Mist Energy,Darkness Ablaze,084/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11139,Mist Energy,Scarlet & Violet Base,043/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11140,Mist Energy,Shrouded Fable,150/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11141,Mist Energy,Pokemon 151,102/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11142,Mist Energy,Twilight Masquerade,003/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11143,Mist Energy,Paldea Evolved,149/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11144,Mist Energy,Silver Tempest,122/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11145,Mist Energy,Silver Tempest,153/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11146,Mist Energy,Paradox Rift,096/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11147,Mist Energy,Obsidian Flames,064/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11148,Mist Energy,Paldean Fates,128/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11149,Mist Energy,Obsidian Flames,176/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,Provides 1 Colorless Energy. Prevent all effects of attacks done to this Pokemon.,Energy card: Special (Colorless)
ENRG-11150,Reversal Energy,Astral Radiance,016/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11151,Reversal Energy,Paldea Evolved,092/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11152,Reversal Energy,Astral Radiance,040/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11153,Reversal Energy,Silver Tempest,138/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11154,Reversal Energy,Pokemon 151,033/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11155,Reversal Energy,Battle Styles,060/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11156,Reversal Energy,Surging Sparks,143/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11157,Reversal Energy,Astral Radiance,194/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11158,Reversal Energy,Sword & Shield Base,113/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11159,Reversal Energy,Crown Zenith,050/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11160,Reversal Energy,Scarlet & Violet Base,177/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11161,Reversal Energy,Rebel Clash,092/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11162,Reversal Energy,Crown Zenith,035/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11163,Reversal Energy,Shrouded Fable,011/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11164,Reversal Energy,Battle Styles,181/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11165,Reversal Energy,Vivid Voltage,144/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11166,Reversal Energy,Stellar Crown,139/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11167,Reversal Energy,Silver Tempest,126/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11168,Reversal Energy,Temporal Forces,146/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11169,Reversal Energy,Paldean Fates,140/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11170,Reversal Energy,Sword & Shield Base,083/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11171,Reversal Energy,Crown Zenith,120/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11172,Reversal Energy,Shrouded Fable,154/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11173,Reversal Energy,Evolving Skies,042/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11174,Reversal Energy,Obsidian Flames,136/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"If behind in prizes and on Evolution without Rule Box, provides 3 Energy of any type.",Energy card: Special (Colorless)
ENRG-11175,Gift Energy,Vivid Voltage,076/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11176,Gift Energy,Shrouded Fable,139/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11177,Gift Energy,Sword & Shield Base,117/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11178,Gift Energy,Scarlet & Violet Base,164/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11179,Gift Energy,Chilling Reign,098/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11180,Gift Energy,Crown Zenith,048/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11181,Gift Energy,Scarlet & Violet Base,159/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11182,Gift Energy,Sword & Shield Base,159/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11183,Gift Energy,Twilight Masquerade,083/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11184,Gift Energy,Crown Zenith,017/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11185,Gift Energy,Lost Origin,138/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11186,Gift Energy,Rebel Clash,049/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11187,Gift Energy,Chilling Reign,175/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11188,Gift Energy,Battle Styles,197/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11189,Gift Energy,Evolving Skies,040/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11190,Gift Energy,Brilliant Stars,073/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11191,Gift Energy,Surging Sparks,105/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11192,Gift Energy,Astral Radiance,083/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11193,Gift Energy,Pokemon 151,025/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. When attached Pokemon is KO'd, draw until you have 7 in hand.",Energy card: Special (Colorless)
ENRG-11194,Therapeutic Energy,Paldea Evolved,034/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11195,Therapeutic Energy,Paldean Fates,009/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11196,Therapeutic Energy,Temporal Forces,028/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11197,Therapeutic Energy,Battle Styles,050/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11198,Therapeutic Energy,Pokemon 151,009/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11199,Therapeutic Energy,Fusion Strike,165/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11200,Therapeutic Energy,Rebel Clash,169/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11201,Therapeutic Energy,Battle Styles,135/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11202,Therapeutic Energy,Brilliant Stars,180/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11203,Therapeutic Energy,Fusion Strike,066/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11204,Therapeutic Energy,Paldea Evolved,094/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11205,Therapeutic Energy,Twilight Masquerade,156/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11206,Therapeutic Energy,Silver Tempest,019/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11207,Therapeutic Energy,Scarlet & Violet Base,054/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11208,Therapeutic Energy,Astral Radiance,126/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11209,Therapeutic Energy,Obsidian Flames,120/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11210,Therapeutic Energy,Astral Radiance,016/198,Energy,,,,Colorless,Special,,,,,,,,,,,,,,"Provides 1 Colorless Energy. Attached Pokemon recovers from Asleep, Confused, Paralyzed and can't be affected.",Energy card: Special (Colorless)
ENRG-11211,Luminous Energy,Evolving Skies,191/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11212,Luminous Energy,Darkness Ablaze,095/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11213,Luminous Energy,Silver Tempest,015/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11214,Luminous Energy,Brilliant Stars,069/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11215,Luminous Energy,Chilling Reign,011/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11216,Luminous Energy,Crown Zenith,019/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11217,Luminous Energy,Stellar Crown,020/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11218,Luminous Energy,Temporal Forces,133/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11219,Luminous Energy,Pokemon 151,026/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11220,Luminous Energy,Crown Zenith,060/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11221,Luminous Energy,Evolving Skies,099/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11222,Luminous Energy,Temporal Forces,050/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11223,Luminous Energy,Chilling Reign,169/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11224,Luminous Energy,Twilight Masquerade,146/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11225,Luminous Energy,Astral Radiance,046/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11226,Luminous Energy,Evolving Skies,192/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11227,Luminous Energy,Evolving Skies,107/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
ENRG-11228,Luminous Energy,Crown Zenith,028/198,Energy,,,,Rainbow,Special,,,,,,,,,,,,,,"Provides 1 Energy of any type. If other Special Energy attached, provides 1 Colorless.",Energy card: Special (Rainbow)
